date,sku_id,stock_on_hand
2022-05-12,1,323
2022-05-13,1,354
2022-05-14,1,316
2022-05-15,1,401
2022-05-16,1,464
2022-05-17,1,304
2022-05-18,1,551
2022-05-19,1,517
2022-05-20,1,441
2022-05-21,1,485
2022-05-22,1,417
2022-05-23,1,421
2022-05-24,1,344
2022-05-25,1,317
2022-05-26,1,482
2022-05-27,1,506
2022-05-28,1,396
2022-05-29,1,383
2022-05-30,1,413
2022-05-31,1,397
2022-06-01,1,496
2022-06-02,1,545
2022-06-03,1,489
2022-06-04,1,419
2022-06-05,1,482
2022-06-06,1,452
2022-06-07,1,568
2022-06-08,1,543
2022-06-09,1,544
2022-06-10,1,352
2022-06-11,1,439
2022-06-12,1,563
2022-06-13,1,321
2022-06-14,1,436
2022-06-15,1,429
2022-06-16,1,315
2022-06-17,1,411
2022-06-18,1,452
2022-06-19,1,328
2022-06-20,1,341
2022-06-21,1,397
2022-06-22,1,482
2022-06-23,1,448
2022-06-24,1,327
2022-06-25,1,340
2022-06-26,1,500
2022-06-27,1,515
2022-06-28,1,554
2022-06-29,1,569
2022-06-30,1,369
2022-07-01,1,482
2022-07-02,1,425
2022-07-03,1,420
2022-07-04,1,573
2022-07-05,1,382
2022-07-06,1,332
2022-07-07,1,336
2022-07-08,1,301
2022-07-09,1,400
2022-07-10,1,314
2022-07-11,1,410
2022-07-12,1,520
2022-07-13,1,365
2022-07-14,1,443
2022-07-15,1,409
2022-07-16,1,541
2022-07-17,1,550
2022-07-18,1,537
2022-07-19,1,432
2022-07-20,1,456
2022-07-21,1,566
2022-07-22,1,466
2022-07-23,1,509
2022-07-24,1,505
2022-07-25,1,475
2022-07-26,1,524
2022-07-27,1,526
2022-07-28,1,518
2022-07-29,1,410
2022-07-30,1,374
2022-07-31,1,371
2022-08-01,1,502
2022-08-02,1,488
2022-08-03,1,521
2022-08-04,1,501
2022-08-05,1,518
2022-08-06,1,320
2022-08-07,1,437
2022-08-08,1,373
2022-08-09,1,383
2022-08-10,1,309
2022-08-11,1,397
2022-08-12,1,387
2022-08-13,1,430
2022-08-14,1,394
2022-08-15,1,380
2022-08-16,1,482
2022-08-17,1,466
2022-08-18,1,387
2022-08-19,1,382
2022-08-20,1,447
2022-08-21,1,469
2022-08-22,1,513
2022-08-23,1,448
2022-08-24,1,572
2022-08-25,1,433
2022-08-26,1,571
2022-08-27,1,421
2022-08-28,1,523
2022-08-29,1,476
2022-08-30,1,545
2022-08-31,1,546
2022-09-01,1,294
2022-09-02,1,355
2022-09-03,1,377
2022-09-04,1,546
2022-09-05,1,298
2022-09-06,1,325
2022-09-07,1,515
2022-09-08,1,517
2022-09-09,1,450
2022-09-10,1,479
2022-09-11,1,313
2022-09-12,1,554
2022-09-13,1,375
2022-09-14,1,505
2022-09-15,1,353
2022-09-16,1,505
2022-09-17,1,405
2022-09-18,1,400
2022-09-19,1,474
2022-09-20,1,499
2022-09-21,1,395
2022-09-22,1,433
2022-09-23,1,448
2022-09-24,1,506
2022-09-25,1,308
2022-09-26,1,451
2022-09-27,1,329
2022-09-28,1,323
2022-09-29,1,373
2022-09-30,1,439
2022-10-01,1,321
2022-10-02,1,450
2022-10-03,1,464
2022-10-04,1,471
2022-10-05,1,558
2022-10-06,1,509
2022-10-07,1,373
2022-10-08,1,330
2022-10-09,1,380
2022-10-10,1,314
2022-10-11,1,430
2022-10-12,1,489
2022-10-13,1,522
2022-10-14,1,297
2022-10-15,1,328
2022-10-16,1,428
2022-10-17,1,321
2022-10-18,1,511
2022-10-19,1,482
2022-10-20,1,455
2022-10-21,1,438
2022-10-22,1,528
2022-10-23,1,537
2022-10-24,1,478
2022-10-25,1,423
2022-10-26,1,431
2022-10-27,1,460
2022-10-28,1,516
2022-10-29,1,502
2022-10-30,1,342
2022-10-31,1,324
2022-11-01,1,417
2022-11-02,1,330
2022-11-03,1,502
2022-11-04,1,449
2022-11-05,1,329
2022-11-06,1,417
2022-11-07,1,513
2022-11-08,1,436
2022-11-09,1,533
2022-11-10,1,406
2022-11-11,1,397
2022-11-12,1,293
2022-11-13,1,407
2022-11-14,1,439
2022-11-15,1,415
2022-11-16,1,360
2022-11-17,1,359
2022-11-18,1,332
2022-11-19,1,426
2022-11-20,1,344
2022-11-21,1,403
2022-11-22,1,391
2022-11-23,1,384
2022-11-24,1,449
2022-11-25,1,462
2022-11-26,1,501
2022-11-27,1,499
2022-11-28,1,458
2022-11-29,1,472
2022-11-30,1,313
2022-12-01,1,344
2022-12-02,1,394
2022-12-03,1,440
2022-12-04,1,490
2022-12-05,1,407
2022-12-06,1,380
2022-12-07,1,470
2022-12-08,1,477
2022-12-09,1,440
2022-12-10,1,422
2022-12-11,1,422
2022-12-12,1,341
2022-12-13,1,312
2022-12-14,1,406
2022-12-15,1,451
2022-12-16,1,566
2022-12-17,1,520
2022-12-18,1,301
2022-12-19,1,461
2022-12-20,1,329
2022-12-21,1,517
2022-12-22,1,318
2022-12-23,1,370
2022-12-24,1,319
2022-12-25,1,447
2022-12-26,1,364
2022-12-27,1,552
2022-12-28,1,340
2022-12-29,1,489
2022-12-30,1,503
2022-12-31,1,376
2023-01-01,1,384
2023-01-02,1,418
2023-01-03,1,376
2023-01-04,1,326
2023-01-05,1,476
2023-01-06,1,483
2023-01-07,1,495
2023-01-08,1,417
2023-01-09,1,488
2023-01-10,1,316
2023-01-11,1,554
2023-01-12,1,300
2023-01-13,1,335
2023-01-14,1,363
2023-01-15,1,361
2023-01-16,1,550
2023-01-17,1,339
2023-01-18,1,477
2023-01-19,1,369
2023-01-20,1,400
2023-01-21,1,380
2023-01-22,1,365
2023-01-23,1,523
2023-01-24,1,487
2023-01-25,1,528
2023-01-26,1,397
2023-01-27,1,338
2023-01-28,1,288
2023-01-29,1,437
2023-01-30,1,418
2023-01-31,1,343
2023-02-01,1,342
2023-02-02,1,353
2023-02-03,1,304
2023-02-04,1,424
2023-02-05,1,524
2023-02-06,1,543
2023-02-07,1,545
2023-02-08,1,413
2023-02-09,1,370
2023-02-10,1,348
2023-02-11,1,336
2023-02-12,1,381
2023-02-13,1,426
2023-02-14,1,549
2023-02-15,1,397
2023-02-16,1,407
2023-02-17,1,435
2023-02-18,1,407
2023-02-19,1,428
2023-02-20,1,545
2023-02-21,1,301
2023-02-22,1,386
2023-02-23,1,435
2023-02-24,1,357
2023-02-25,1,429
2023-02-26,1,348
2023-02-27,1,424
2023-02-28,1,340
2023-03-01,1,341
2023-03-02,1,335
2023-03-03,1,383
2023-03-04,1,426
2023-03-05,1,408
2023-03-06,1,387
2023-03-07,1,464
2023-03-08,1,361
2023-03-09,1,301
2023-03-10,1,510
2023-03-11,1,342
2023-03-12,1,296
2023-03-13,1,410
2023-03-14,1,311
2023-03-15,1,481
2023-03-16,1,556
2023-03-17,1,362
2023-03-18,1,296
2023-03-19,1,304
2023-03-20,1,491
2023-03-21,1,556
2023-03-22,1,390
2023-03-23,1,308
2023-03-24,1,511
2023-03-25,1,508
2023-03-26,1,292
2023-03-27,1,552
2023-03-28,1,334
2023-03-29,1,477
2023-03-30,1,373
2023-03-31,1,450
2023-04-01,1,412
2023-04-02,1,552
2023-04-03,1,376
2023-04-04,1,355
2023-04-05,1,405
2023-04-06,1,535
2023-04-07,1,301
2023-04-08,1,341
2023-04-09,1,442
2023-04-10,1,470
2023-04-11,1,448
2023-04-12,1,455
2023-04-13,1,520
2023-04-14,1,341
2023-04-15,1,537
2023-04-16,1,413
2023-04-17,1,512
2023-04-18,1,376
2023-04-19,1,550
2023-04-20,1,464
2023-04-21,1,420
2023-04-22,1,413
2023-04-23,1,449
2023-04-24,1,514
2023-04-25,1,370
2023-04-26,1,541
2023-04-27,1,314
2023-04-28,1,426
2023-04-29,1,555
2023-04-30,1,452
2023-05-01,1,363
2023-05-02,1,514
2023-05-03,1,298
2023-05-04,1,323
2023-05-05,1,439
2023-05-06,1,407
2023-05-07,1,512
2023-05-08,1,445
2023-05-09,1,540
2023-05-10,1,315
2023-05-11,1,397
2023-05-12,1,369
2023-05-13,1,429
2023-05-14,1,387
2023-05-15,1,422
2023-05-16,1,465
2023-05-17,1,546
2023-05-18,1,472
2023-05-19,1,335
2023-05-20,1,406
2023-05-21,1,332
2023-05-22,1,480
2023-05-23,1,551
2023-05-24,1,532
2023-05-25,1,421
2023-05-26,1,433
2023-05-27,1,411
2023-05-28,1,523
2023-05-29,1,480
2023-05-30,1,422
2023-05-31,1,443
2023-06-01,1,418
2023-06-02,1,541
2023-06-03,1,304
2023-06-04,1,439
2023-06-05,1,498
2023-06-06,1,360
2023-06-07,1,491
2023-06-08,1,435
2023-06-09,1,536
2023-06-10,1,377
2023-06-11,1,533
2023-06-12,1,463
2023-06-13,1,460
2023-06-14,1,322
2023-06-15,1,400
2023-06-16,1,498
2023-06-17,1,325
2023-06-18,1,346
2023-06-19,1,442
2023-06-20,1,513
2023-06-21,1,433
2023-06-22,1,420
2023-06-23,1,489
2023-06-24,1,534
2023-06-25,1,508
2023-06-26,1,499
2023-06-27,1,318
2023-06-28,1,300
2023-06-29,1,544
2023-06-30,1,419
2023-07-01,1,411
2023-07-02,1,506
2023-07-03,1,370
2023-07-04,1,396
2023-07-05,1,549
2023-07-06,1,562
2023-07-07,1,536
2023-07-08,1,444
2023-07-09,1,428
2023-07-10,1,509
2023-07-11,1,320
2023-07-12,1,418
2023-07-13,1,336
2023-07-14,1,474
2023-07-15,1,320
2023-07-16,1,387
2023-07-17,1,372
2023-07-18,1,555
2023-07-19,1,410
2023-07-20,1,463
2023-07-21,1,521
2023-07-22,1,530
2023-07-23,1,454
2023-07-24,1,445
2023-07-25,1,359
2023-07-26,1,530
2023-07-27,1,570
2023-07-28,1,415
2023-07-29,1,470
2023-07-30,1,369
2023-07-31,1,542
2023-08-01,1,455
2023-08-02,1,306
2023-08-03,1,324
2023-08-04,1,489
2023-08-05,1,431
2023-08-06,1,453
2023-08-07,1,449
2023-08-08,1,467
2023-08-09,1,499
2023-08-10,1,359
2023-08-11,1,516
2023-08-12,1,391
2023-08-13,1,361
2023-08-14,1,318
2023-08-15,1,529
2023-08-16,1,510
2023-08-17,1,461
2023-08-18,1,394
2023-08-19,1,353
2023-08-20,1,334
2023-08-21,1,300
2023-08-22,1,548
2023-08-23,1,364
2023-08-24,1,371
2023-08-25,1,347
2023-08-26,1,424
2023-08-27,1,428
2023-08-28,1,433
2023-08-29,1,456
2023-08-30,1,415
2023-08-31,1,470
2023-09-01,1,451
2023-09-02,1,535
2023-09-03,1,316
2023-09-04,1,378
2023-09-05,1,451
2023-09-06,1,480
2023-09-07,1,486
2023-09-08,1,425
2023-09-09,1,482
2023-09-10,1,401
2023-09-11,1,433
2023-09-12,1,370
2023-09-13,1,487
2023-09-14,1,317
2023-09-15,1,494
2023-09-16,1,420
2023-09-17,1,452
2023-09-18,1,531
2023-09-19,1,525
2023-09-20,1,492
2023-09-21,1,316
2023-09-22,1,524
2023-09-23,1,474
2023-09-24,1,539
2023-09-25,1,456
2023-09-26,1,371
2023-09-27,1,433
2023-09-28,1,432
2023-09-29,1,400
2023-09-30,1,315
2023-10-01,1,332
2023-10-02,1,479
2023-10-03,1,422
2023-10-04,1,496
2023-10-05,1,544
2023-10-06,1,357
2023-10-07,1,409
2023-10-08,1,462
2023-10-09,1,521
2023-10-10,1,481
2023-10-11,1,357
2023-10-12,1,544
2023-10-13,1,335
2023-10-14,1,377
2023-10-15,1,544
2023-10-16,1,483
2023-10-17,1,318
2023-10-18,1,379
2023-10-19,1,350
2023-10-20,1,444
2023-10-21,1,397
2023-10-22,1,309
2023-10-23,1,560
2023-10-24,1,317
2023-10-25,1,497
2023-10-26,1,415
2023-10-27,1,518
2023-10-28,1,520
2023-10-29,1,553
2023-10-30,1,389
2023-10-31,1,380
2023-11-01,1,352
2023-11-02,1,508
2023-11-03,1,321
2023-11-04,1,357
2023-11-05,1,335
2023-11-06,1,361
2023-11-07,1,312
2023-11-08,1,472
2023-11-09,1,509
2023-11-10,1,375
2023-11-11,1,302
2023-11-12,1,287
2023-11-13,1,540
2023-11-14,1,388
2023-11-15,1,304
2023-11-16,1,392
2023-11-17,1,486
2023-11-18,1,314
2023-11-19,1,395
2023-11-20,1,353
2023-11-21,1,395
2023-11-22,1,513
2023-11-23,1,499
2023-11-24,1,446
2023-11-25,1,339
2023-11-26,1,468
2023-11-27,1,421
2023-11-28,1,525
2023-11-29,1,424
2023-11-30,1,320
2023-12-01,1,441
2023-12-02,1,533
2023-12-03,1,496
2023-12-04,1,441
2023-12-05,1,406
2023-12-06,1,322
2023-12-07,1,309
2023-12-08,1,370
2023-12-09,1,551
2023-12-10,1,278
2023-12-11,1,308
2023-12-12,1,400
2023-12-13,1,321
2023-12-14,1,485
2023-12-15,1,550
2023-12-16,1,553
2023-12-17,1,557
2023-12-18,1,301
2023-12-19,1,516
2023-12-20,1,500
2023-12-21,1,324
2023-12-22,1,290
2023-12-23,1,523
2023-12-24,1,487
2023-12-25,1,471
2023-12-26,1,325
2023-12-27,1,336
2023-12-28,1,516
2023-12-29,1,361
2023-12-30,1,298
2023-12-31,1,518
2024-01-01,1,317
2024-01-02,1,353
2024-01-03,1,399
2024-01-04,1,388
2024-01-05,1,404
2024-01-06,1,543
2024-01-07,1,387
2024-01-08,1,512
2024-01-09,1,520
2024-01-10,1,568
2024-01-11,1,526
2024-01-12,1,415
2024-01-13,1,314
2024-01-14,1,374
2024-01-15,1,399
2024-01-16,1,450
2024-01-17,1,304
2024-01-18,1,477
2024-01-19,1,395
2024-01-20,1,560
2024-01-21,1,447
2024-01-22,1,309
2024-01-23,1,361
2024-01-24,1,467
2024-01-25,1,497
2024-01-26,1,413
2024-01-27,1,323
2024-01-28,1,470
2024-01-29,1,314
2024-01-30,1,424
2024-01-31,1,383
2024-02-01,1,309
2024-02-02,1,374
2024-02-03,1,375
2024-02-04,1,500
2024-02-05,1,522
2024-02-06,1,512
2024-02-07,1,432
2024-02-08,1,540
2024-02-09,1,420
2024-02-10,1,490
2024-02-11,1,500
2024-02-12,1,285
2024-02-13,1,447
2024-02-14,1,314
2024-02-15,1,531
2024-02-16,1,489
2024-02-17,1,555
2024-02-18,1,410
2024-02-19,1,369
2024-02-20,1,412
2024-02-21,1,462
2024-02-22,1,377
2024-02-23,1,475
2024-02-24,1,461
2024-02-25,1,366
2024-02-26,1,452
2024-02-27,1,507
2024-02-28,1,325
2024-02-29,1,495
2024-03-01,1,435
2024-03-02,1,416
2024-03-03,1,393
2024-03-04,1,523
2024-03-05,1,519
2024-03-06,1,563
2024-03-07,1,407
2024-03-08,1,539
2024-03-09,1,546
2024-03-10,1,506
2024-03-11,1,434
2024-03-12,1,571
2024-03-13,1,395
2024-03-14,1,299
2024-03-15,1,337
2024-03-16,1,548
2024-03-17,1,511
2024-03-18,1,363
2024-03-19,1,512
2024-03-20,1,473
2024-03-21,1,419
2024-03-22,1,384
2024-03-23,1,526
2024-03-24,1,418
2024-03-25,1,385
2024-03-26,1,388
2024-03-27,1,332
2024-03-28,1,538
2024-03-29,1,392
2024-03-30,1,428
2024-03-31,1,381
2024-04-01,1,551
2024-04-02,1,503
2024-04-03,1,370
2024-04-04,1,305
2024-04-05,1,532
2024-04-06,1,379
2024-04-07,1,515
2024-04-08,1,416
2024-04-09,1,332
2024-04-10,1,497
2024-04-11,1,525
2024-04-12,1,469
2024-04-13,1,548
2024-04-14,1,407
2024-04-15,1,533
2024-04-16,1,374
2024-04-17,1,505
2024-04-18,1,454
2024-04-19,1,353
2024-04-20,1,323
2024-04-21,1,489
2024-04-22,1,539
2024-04-23,1,355
2024-04-24,1,399
2024-04-25,1,349
2024-04-26,1,472
2024-04-27,1,345
2024-04-28,1,297
2024-04-29,1,436
2024-04-30,1,410
2024-05-01,1,517
2024-05-02,1,449
2024-05-03,1,324
2024-05-04,1,404
2024-05-05,1,524
2024-05-06,1,438
2024-05-07,1,470
2024-05-08,1,547
2024-05-09,1,355
2024-05-10,1,366
2024-05-11,1,488
2024-05-12,1,405
2024-05-13,1,451
2024-05-14,1,479
2024-05-15,1,541
2024-05-16,1,489
2024-05-17,1,450
2024-05-18,1,498
2024-05-19,1,451
2024-05-20,1,327
2024-05-21,1,354
2024-05-22,1,520
2024-05-23,1,323
2024-05-24,1,438
2024-05-25,1,557
2024-05-26,1,430
2024-05-27,1,506
2024-05-28,1,490
2024-05-29,1,459
2024-05-30,1,487
2024-05-31,1,307
2024-06-01,1,375
2024-06-02,1,305
2024-06-03,1,558
2024-06-04,1,453
2024-06-05,1,516
2024-06-06,1,454
2024-06-07,1,406
2024-06-08,1,407
2024-06-09,1,323
2024-06-10,1,389
2024-06-11,1,425
2024-06-12,1,442
2024-06-13,1,506
2024-06-14,1,546
2024-06-15,1,502
2024-06-16,1,387
2024-06-17,1,311
2024-06-18,1,486
2024-06-19,1,339
2024-06-20,1,464
2024-06-21,1,536
2024-06-22,1,407
2024-06-23,1,322
